Mod:Item:MetaData, Localized Name
harvestcraft:cookedtofishitem, Cooked Tofish
harvestcraft:cookedtofeegitem, Cooked Tofeeg
harvestcraft:cookedtofuttonitem, Cooked Tofutton
harvestcraft:cookedtofickenitem, Cooked Toficken
harvestcraft:cookedtofabbititem, Cooked Tofabbit
harvestcraft:cookedtofurkeyitem, Cooked Tofurkey
harvestcraft:cookedtofenisonitem, Cooked Tofenison
harvestcraft:cookedtofuduckitem, Cooked Tofuduck
harvestcraft:carrotcakeitem, Carrot Cake
harvestcraft:holidaycakeitem, Holiday Cake
harvestcraft:pumpkincheesecakeitem, Pumpkin Cheese Cake
harvestcraft:pavlovaitem, Pavlova
harvestcraft:lamingtonitem, Lamington
harvestcraft:cheesecakeitem, Cheese Cake
harvestcraft:cherrycheesecakeitem, Cherry Cheese Cake
harvestcraft:pineappleupsidedowncakeitem, Pineapple Upside Down Cake
harvestcraft:chocolatesprinklecakeitem, Chocolate Sprinkles Cake
harvestcraft:redvelvetcakeitem, Red Velvet Cake
harvestcraft:baconcheeseburgeritem, Bacon Cheeseburger
harvestcraft:deluxecheeseburgeritem, Deluxe Cheeseburger
harvestcraft:beansontoastitem, Beans on Toast
harvestcraft:meatpieitem, Meat Pie
harvestcraft:chikorollitem, Chiko Roll
harvestcraft:spinachpieitem, Spinach Pie
harvestcraft:coleslawburgeritem, Coleslaw Burger
harvestcraft:hotandsoursoupitem, Hot and Sour Soup
harvestcraft:patreonpieitem, Patreon Pie
harvestcraft:chilidogitem, Chili Dog
harvestcraft:tunafishsandwichitem, Tunafish Sandwich
harvestcraft:clamchowderitem, Clam Chowder
harvestcraft:breakfastburritoitem, Breakfast Burrito
harvestcraft:chipsandsalsaitem, Chips and Salsa
harvestcraft:crawfishetoufeeitem, Crawfish Etoufee
harvestcraft:saucedlambkebabitem, Sauced Lamb Kebab
harvestcraft:cantonesenoodlesitem, Cantonese Noodles
harvestcraft:dangoitem, Dango
harvestcraft:takoyakiitem, Takoyaki
harvestcraft:groiledcheesesandwichitem, Groiled Cheese Sandwich
harvestcraft:cheesesteakitem, Cheesesteak
harvestcraft:swedishmeatballsitem, Swedish Meatballs
harvestcraft:buttertartitem, Butter Tart
harvestcraft:battenbergitem, Battenberg
harvestcraft:slawdogitem, Slaw Dog
harvestcraft:rivermudcakeitem, River Mud Cake
harvestcraft:fruitcakeitem, Fruit Cake
harvestcraft:springfieldcashewchickenitem, Springfield Cashew Chicken
harvestcraft:enchiladaitem, Enchilada
harvestcraft:pizzaitem, Pizza
harvestcraft:onionsoupitem, Onion Soup
harvestcraft:baconmushroomburgeritem, Bacon Mushroom Burger
harvestcraft:toadintheholeitem, Toad in the Hole
harvestcraft:homestylelunchitem, Homestyle Lunch
harvestcraft:montecristosandwichitem, Monte Cristo Sandwich
harvestcraft:mobsoupitem, Mob Soup
harvestcraft:randomtacoitem, Random Taco
harvestcraft:hamsweetpicklesandwichitem, Ham & Sweet Pickle Sandwich
harvestcraft:toastedwesternitem, Toasted Western
harvestcraft:eggsbenedictitem, Eggs Benedict
harvestcraft:glisteningsaladitem, Glistening Salad
harvestcraft:meatloafsandwichitem, Meatloaf Sandwich
harvestcraft:mashedpotatoeschickenbiscuititem, Mashed Potatoes and Chicken Biscuit
harvestcraft:cassouletitem, Cassoulet
harvestcraft:bratwurstitem, Bratwurst
harvestcraft:chickenbiscuititem, Chicken Biscuit
harvestcraft:epicbltitem, Epic BLT
harvestcraft:kohlundpinkelitem, Kohl und Pinkel
harvestcraft:beetburgeritem, Beet Burger
harvestcraft:anchovypepperonipizzaitem, Anchovy Pepperoni Pizza
harvestcraft:spaghettidinneritem, Spaghetti Dinner
harvestcraft:gumboitem, Gumbo
harvestcraft:jambalayaitem, Jambalaya
harvestcraft:supremepizzaitem, Supreme Pizza
harvestcraft:bbqplatteritem, BBQ Platter
harvestcraft:chickenandwafflesitem, Chicken and Waffles
harvestcraft:gourmetporkburgeritem, Gourmet Pork Burger
harvestcraft:bbqchickenbiscuititem, BBQ Chicken Biscuit
harvestcraft:delightedmealitem, Delighted Meal
harvestcraft:heartybreakfastitem, Hearty Breakfast
harvestcraft:mcpamitem, McPam
harvestcraft:deluxenachoesitem, Deluxe Nachos
harvestcraft:gourmetmuttonburgeritem, Gourmet Mutton Burger
harvestcraft:netherstartoastitem, Nether Star on Toast
harvestcraft:paradiseburgeritem, Paradise Burger
harvestcraft:chimichangaitem, Chimichanga
harvestcraft:salisburysteakitem, Salisbury Steak
harvestcraft:ploughmanslunchitem, Ploughman's Lunch
harvestcraft:cornedbeefhashitem, Corned Beef Hash
harvestcraft:bentoboxitem, Bento Box
harvestcraft:friedfeastitem, Fried Feast
harvestcraft:timpanoitem, Timpano
harvestcraft:deluxechickencurryitem, Deluxe Chicken Curry
harvestcraft:weekendpicnicitem, Weekend Picnic
harvestcraft:gourmetbeefburgeritem, Gourmet Beef Burger
harvestcraft:southernstylebreakfastitem, Southern Style Breakfast
harvestcraft:meatfeastpizzaitem, Meat Feast Pizza
harvestcraft:thankfuldinneritem, Thankful Dinner
harvestcraft:koreandinneritem, Korean Dinner
harvestcraft:gourmetvenisonburgeritem, Gourmet Venison Burger
harvestcraft:minerstewitem, Miner's Stew
harvestcraft:cornedbeefbreakfastitem, Corned Beef Breakfast
harvestcraft:queenbeeitem, Queen Bee
harvestcraft:grubitem, Bee Grub
harvestcraft:cookedgrubitem, Cooked Grub
harvestcraft:honeycombitem, Honeycomb
harvestcraft:honeyitem, Honey
harvestcraft:waxcombitem, Waxcomb
harvestcraft:royaljellyitem, Royal Jelly
harvestcraft:beeswaxitem, Pressed Wax
harvestcraft:fruitbaititem, Fruit Bait
harvestcraft:grainbaititem, Grain Bait
harvestcraft:veggiebaititem, Veggie Bait
harvestcraft:fishtrapbaititem, Fish Trap Bait
harvestcraft:cuttingboarditem, Cutting Board
harvestcraft:potitem, Pot
harvestcraft:skilletitem, Skillet
harvestcraft:saucepanitem, Saucepan
harvestcraft:bakewareitem, Bakeware
harvestcraft:mortarandpestleitem, Mortar and Pestle
harvestcraft:mixingbowlitem, Mixing Bowl
harvestcraft:juiceritem, Juicer
harvestcraft:anchovyrawitem, Raw Anchovy
harvestcraft:bassrawitem, Raw Bass
harvestcraft:carprawitem, Raw Carp
harvestcraft:catfishrawitem, Raw Catfish
harvestcraft:charrrawitem, Raw Charr
harvestcraft:clamrawitem, Raw Clam
harvestcraft:crabrawitem, Raw Crab
harvestcraft:crayfishrawitem, Raw Crayfish
harvestcraft:eelrawitem, Raw Eel
harvestcraft:frograwitem, Raw Frog
harvestcraft:grouperrawitem, Raw Grouper
harvestcraft:herringrawitem, Raw Herring
harvestcraft:jellyfishrawitem, Raw Jellyfish
harvestcraft:mudfishrawitem, Raw Mudfish
harvestcraft:octopusrawitem, Raw Octopus
harvestcraft:perchrawitem, Raw Perch
harvestcraft:scalloprawitem, Raw Scallop
harvestcraft:shrimprawitem, Raw Shrimp
harvestcraft:snailrawitem, Raw Snail
harvestcraft:snapperrawitem, Raw Snapper
harvestcraft:tilapiarawitem, Raw Tilapia
harvestcraft:troutrawitem, Raw Trout
harvestcraft:tunarawitem, Raw Tuna
harvestcraft:turtlerawitem, Raw Turtle
harvestcraft:walleyerawitem, Raw Walleye
harvestcraft:greenheartfishitem, Green Heart Fish
harvestcraft:sardinerawitem, Raw Sardine
harvestcraft:musselrawitem, Raw Mussel
harvestcraft:rawtofishitem, Raw Tofish
harvestcraft:oysterrawitem, Raw Oyster
harvestcraft:hardenedleatheritem, Hardened Leather
harvestcraft:hardenedleatherhelmitem, Hardened Leather Helm
harvestcraft:hardenedleatherchestitem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsitem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsitem, Hardened Leather Boots
testdummy:dummy, Test Dummy
refinedstorage:controller:0, Controller
refinedstorage:controller:0, Controller
refinedstorage:controller:1, Creative Controller
refinedstorage:grid:0, Grid
refinedstorage:grid:1, Crafting Grid
refinedstorage:grid:2, Pattern Grid
refinedstorage:grid:3, Fluid Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:1, Creative Portable Grid
refinedstorage:crafting_monitor, Crafting Monitor
refinedstorage:storage_monitor, Storage Monitor
refinedstorage:security_manager, Security Manager
refinedstorage:crafter, Crafter
refinedstorage:disk_drive, Disk Drive
refinedstorage:storage:0, 1k Storage Block
refinedstorage:storage:1, 4k Storage Block
refinedstorage:storage:2, 16k Storage Block
refinedstorage:storage:3, 64k Storage Block
refinedstorage:storage:4, Creative Storage Block
refinedstorage:fluid_storage:0, 64k Fluid Storage Block
refinedstorage:fluid_storage:1, 256k Fluid Storage Block
refinedstorage:fluid_storage:2, 1024k Fluid Storage Block
refinedstorage:fluid_storage:3, 4096k Fluid Storage Block
refinedstorage:fluid_storage:4, Creative Fluid Storage Block
refinedstorage:cable, Cable
refinedstorage:importer, Importer
refinedstorage:exporter, Exporter
refinedstorage:external_storage, External Storage
refinedstorage:constructor, Constructor
refinedstorage:destructor, Destructor
refinedstorage:reader, Reader
refinedstorage:writer, Writer
refinedstorage:detector, Detector
refinedstorage:relay, Relay
refinedstorage:interface, Interface
refinedstorage:fluid_interface, Fluid Interface
refinedstorage:wireless_transmitter, Wireless Transmitter
refinedstorage:machine_casing, Machine Casing
refinedstorage:quartz_enriched_iron_block, Block of Quartz Enriched Iron
refinedstorage:network_transmitter, Network Transmitter
refinedstorage:network_receiver, Network Receiver
refinedstorage:disk_manipulator, Disk Manipulator
refinedstorage:crafter_manager, Crafter Manager
refinedstorage:quartz_enriched_iron, Quartz Enriched Iron
refinedstorage:processor_binding, Processor Binding
refinedstorage:cutting_tool, Cutting Tool
refinedstorage:storage_disk:0, 1k Storage Disk
refinedstorage:storage_disk:1, 4k Storage Disk
refinedstorage:storage_disk:2, 16k Storage Disk
refinedstorage:storage_disk:3, 64k Storage Disk
refinedstorage:storage_disk:4, Creative Storage Disk
refinedstorage:fluid_storage_disk:0, 64k Fluid Storage Disk
refinedstorage:fluid_storage_disk:1, 256k Fluid Storage Disk
refinedstorage:fluid_storage_disk:2, 1024k Fluid Storage Disk
refinedstorage:fluid_storage_disk:3, 4096k Fluid Storage Disk
refinedstorage:fluid_storage_disk:4, Creative Fluid Storage Disk
refinedstorage:storage_housing, Storage Housing
refinedstorage:pattern, Pattern
refinedstorage:storage_part:0, 1k Storage Part
refinedstorage:storage_part:1, 4k Storage Part
refinedstorage:storage_part:2, 16k Storage Part
refinedstorage:storage_part:3, 64k Storage Part
refinedstorage:fluid_storage_part:0, 64k Fluid Storage Part
refinedstorage:fluid_storage_part:1, 256k Fluid Storage Part
refinedstorage:fluid_storage_part:2, 1024k Fluid Storage Part
refinedstorage:fluid_storage_part:3, 4096k Fluid Storage Part
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:1, Creative Wireless Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:1, Creative Wireless Fluid Grid
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:1, Creative Wireless Crafting Monitor
refinedstorage:processor:0, Raw Basic Processor
refinedstorage:processor:1, Raw Improved Processor
refinedstorage:processor:2, Raw Advanced Processor
refinedstorage:processor:3, Basic Processor
refinedstorage:processor:4, Improved Processor
refinedstorage:processor:5, Advanced Processor
refinedstorage:core:0, Construction Core
refinedstorage:core:1, Destruction Core
refinedstorage:silicon, Silicon
refinedstorage:upgrade:0, Upgrade
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:8, Fortune Upgrade
refinedstorage:upgrade:9, Fortune Upgrade
refinedstorage:filter, Filter
refinedstorage:network_card, Network Card
refinedstorage:security_card, Security Card
refinedstorage:cover, Cover
refinedstorage:hollow_cover, Hollow Cover
refinedstorage:wrench, Wrench
morebows:diamond_bow, Crystal Bow
morebows:ender_bow, Ender Bow
morebows:flame_bow, Blazing Bow
morebows:frost_bow, Frostbite Bow
morebows:gold_bow, Golden Bow
morebows:iron_bow, Iron Bow
morebows:multi_bow, Legia Bow
morebows:stone_bow, Reinforced Bow
narcocraft:sulphur_dust, Sulphur
narcocraft:sulphur_ore, Sulphur Ore
narcocraft:sulphur_block, Block of Sulphur
narcocraft:water_jug, Water Jug
narcocraft:hydrogen_tank, Hydrogen Tank
narcocraft:jug, Jug
narcocraft:sulfuric_acid, Sulfuric Acid
narcocraft:screwdriver, Screwdriver
narcocraft:mojar_and_pistil, Mojar And Pistil
narcocraft:coca_leaf, Coca Leaf
narcocraft:dry_coca_leaf, Dry Coca Leaf
narcocraft:cocaine, Cocaine
narcocraft:bag, Bag
narcocraft:cocaine_bag_1g, Cocaine Bag 1g
narcocraft:cocaine_bag_5g, Cocaine Bag 5g
narcocraft:cocaine_bag_10g, Cocain Bag 10g
narcocraft:cocaine_bag_20g, Cocaine Bag 20g
narcocraft:cocaine_bag_15g, Cocaine Bag 15g
narcocraft:cocaine_bag_1kg, Cocaine Bag 1kg
narcocraft:extractor, Extractor
narcocraft:centrifuge, Centrifuge
narcocraft:carbon, Carbon
narcocraft:battery_acid, Battery Acid
narcocraft:plastic, Plastic
narcocraft:coca_seed, Coca Seed
narcocraft:coca_plant, Coca Plant
narcocraft:cannabis_bud, Cannabis Bud
narcocraft:weed, Weed
narcocraft:grinder, Grinder
narcocraft:grinded_weed, Grinded Weed
narcocraft:rolling_papers_box, Rolling Papers Box
narcocraft:rolling_paper, Rolling Paper
narcocraft:filter, Filter
narcocraft:tabacco_seed, Tobacco Seed
narcocraft:lighter_oil, Lighter Oil
narcocraft:lighter, Lighter
narcocraft:joint, Joint
narcocraft:nitrogen_tank, Nitrogen Tank
narcocraft:oxygen_tank, Oxygen Tank
narcocraft:cannabis_bag_1g, Cannabis Bag 1g
narcocraft:cannabis_bag_5g, Cannabis Bag 5g
narcocraft:cannabis_bag_10g, Cannabis Bag 10g
narcocraft:cannabis_bag_15g, Cannabis Bag 15g
narcocraft:cannabis_bag_20g, Cannabis Bag 20g
narcocraft:cannabis_bag_25g, Cannabis Bag 25g
narcocraft:cannabis_bag_30g, Cannabis Bag 30g
narcocraft:methylamine_mixer, Methylamine Mixer
narcocraft:propane_mixer, Propane Mixer
narcocraft:crate, Crate
narcocraft:hazmat_suitbody, Hazmat Suit Body
narcocraft:hazmat_suitlegs, Hazmat Suit Pants
narcocraft:hazmat_suitboots, Hazmat Suit Boots
narcocraft:coolant_liquid, Coolant Liquid
narcocraft:phenylacetone_processer, Phenylacetone Processer
narcocraft:phenylacetone, Phenylactone
narcocraft:mixing_barrel, Mixing Barrel
narcocraft:methylamine_pill, Methylamine Pill
narcocraft:pill_tablet, Pill Tablet
narcocraft:ice_pick, Ice Pick
narcocraft:crystallizer, Crystallizer
narcocraft:amphetamine, Amphetamine
narcocraft:fluid_filter, Fluid Filter
narcocraft:methamphetamine, Methamphetamine
narcocraft:meth_bag_10g, Meth Bag 10g
narcocraft:meth_bag_20g, Meth Bag 20g
narcocraft:meth_bag_30g, Meth Bag 30g
narcocraft:amph_bag_10g, Amph Bag 10g
narcocraft:amph_bag_20g, Amph Bag 20g
narcocraft:amph_bag_30g, Amph Bag 20g
narcocraft:phenylacetic_acid, Phenylacetic Acid
narcocraft:glass_pipe, Glass Pipe
narcocraft:glass_pipe_with_amph, Glass Pipe With Amph
narcocraft:glass_pipe_with_meth, Glass Pipe With Meth
narcocraft:lsd, LSD
narcocraft:ecstasy_pill, Ecstasy Pill
narcocraft:the_punisher, The Punisher
narcocraft:cb, 2cb
narcocraft:rolex, Rolex
narcocraft:xanax, Xanax
narcocraft:adderall, Adderall
narcocraft:plus_minus, + -
narcocraft:mdma, MDMA
narcocraft:syringe, Syringe
narcocraft:syringe_with_meth, Syringe With Meth
narcocraft:syringe_with_amph, Syringe With Amph
narcocraft:syringe_with_coca, Syringe With Coca
narcocraft:heroin, Heroin
narcocraft:ketamine, Ketamine
narcocraft:cup, Cup
narcocraft:lean, Lean
narcocraft:hashish_joint, Hashish Joint
narcocraft:hashish, Hashish
narcocraft:syringe_with_heroin, Syringe With Heroin
narcocraft:shrooms, Shroom
narcocraft:methylenedioxymethamphetamine_mixer, Methylenedioxymethamphetamine Mixer
narcocraft:pill_assembler, Pill Assembler
narcocraft:crack_cocaine, Crack Cocaine
narcocraft:glass_pipe_with_crack, Glass Pipe With Crack
narcocraft:totenkopf, Totenkopf
narcocraft:tesla, Tesla
narcocraft:lion, Lion
narcocraft:bitcoin, Bitcoin
narcocraft:herz, Herz
narcocraft:mickey_mouse, Mickey Mouse
narcocraft:cubensis, Cubensis
narcocraft:cubensis_shroom, Cubensis Shroom
narcocraft:lysergic_acid, Lysergic Acid
narcocraft:postage_stamp, Postage Stamp
narcocraft:diethylamide, Diethylamide
narcocraft:pcp_pill, PCP Pill
narcocraft:tobacco_plant, Tobacco Plant
narcocraft:tobacco_plant_2, Tobacco Plant2
narcocraft:tobacco_plant_3, Tobacco Plant3
narcocraft:tobacco_leaf, Tobacco Leaf
narcocraft:weed_seeds, Cannabis Seeds
narcocraft:dry_tobacco_leaf, Dry Tobacco Leaf
narcocraft:grinded_tobacco, Grinded Tobacco
narcocraft:tobacco_paper, Tobacco Paper
narcocraft:cigar, Cigar
narcocraft:bleach, Bleach
narcocraft:oxycodone_syrup, Codeine Syrup
narcocraft:soda, Soda
narcocraft:tobacco_joint, Tobacco Joint
narcocraft:hookah, Hookah
narcocraft:loaded_hookah, Loaded Hookah
narcocraft:morphine, Morphine
narcocraft:syringe_with_morphine, Syringe With Morphine
narcocraft:opium, Opium
narcocraft:latex_milk, Latex Milk
narcocraft:opium_plant, Opium Plant
narcocraft:khat, Khat
narcocraft:peyote_flower, Peyote Flower
narcocraft:peyote_cactus, Peyote Cactus
narcocraft:syringe_with_ketamine, Syringe With Ketamine
narcocraft:ash, Ash
narcocraft:slica_gel, Slica Gel
narcocraft:citric_acid, Citric Acid
narcocraft:oxycodone_pill, Oxycodone Pill
narcocraft:o_xycodone_tablet, Oxycodone Tablet
narcocraft:melatonin_pill, Melatonin Pill
narcocraft:khat_plant, Khat Plant
narcocraft:empty_tray, Empty Tray
narcocraft:methylamine_barrel, Methylamine Barrel
narcocraft:meth_tray, Meth Tray
narcocraft:empty_barrel, Empty Barrel
narcocraft:blue_sludge_barrel, Blue Sludge Barrel
narcocraft:berrel_with_liquid_amphetamine, Berrel With Liquid Amphetamine
narcocraft:barrel_with_liqud_ketamine, Barrel With Liqud Ketamine
narcocraft:propane_tank, Propane Tank
narcocraft:car_battery, Car Battery
narcocraft:lily_extract, Lily Extract
narcocraft:gas_maskhelmet, Gas Mask Helmet
narcocraft:bong, Bong
narcocraft:bong_with_cannabis, Bong With Cannabis
narcocraft:weed_sap, Weed
narcocraft:coca_sap, Coca Plant
narcocraft:grower, Grower
narcocraft:ricin, Ricin
narcocraft:cooked_steak, Cooked Steak
narcocraft:iron_plate, Iron Plate
narcocraft:gold_plate, Gold Plate
narcocraft:circuit_board, Circuit Board
narcocraft:mechanical_components, Mechanical Components
narcocraft:hammer, Hammer
narcocraft:mixing_crate, Mixing Crate
narcocraft:mixing_crate_full, Mixing Crate Full
narcocraft:kerosene, Kerosene
narcocraft:coca_mixture, Coca Mixture
narcocraft:barrel_with_liquid_cocaine, Barrel With Liquid Cocaine
narcocraft:potassium, Potassium Chloride
narcocraft:pure_cocaine_tray, Pure Cocaine Tray
narcocraft:pure_cocaine, Pure Cocaine
narcocraft:press, Press
narcocraft:cannabis_oil, Cannabis Oil
patchouli:guide_book, Guide Book
pvj:short_grass:0, Short Grass
pvj:frost_lotus:0, Frost Lotus
pvj:silverleaf:0, Silverleaf
pvj:chickweed:0, Chickweed
pvj:clovers:0, Clover Patch
pvj:crabgrass:0, Crabgrass
pvj:bracket_fungus:0, Polypore
pvj:flouropore:0, Flouropore
pvj:frogbit:0, Frogbit
pvj:duckweed:0, Duckweed
pvj:waxcap:0, Waxcap
pvj:orange_mushroom:0, Jack O' Lantern Mushroom
pvj:deathcap:0, Deathcap
pvj:cattail:0, Cattail
pvj:beach_grass:0, Beach Grass
pvj:sea_oats:0, Sea Oats
pvj:sundew:0, Sundew
pvj:small_cactus:0, Small Cactus
pvj:void_grass:0, Void Grass
pvj:wild_wheat:0, Wild Wheat
pvj:wild_potato:0, Wild Potato
pvj:wild_carrot:0, Wild Carrot
pvj:wild_beetroot:0, Wild Beetroot
pvj:bloodnettle:0, Bloodnettle
pvj:glowcap:0, Glowcap
pvj:witherweed:0, Witherweed
pvj:log_willow:0, Willow Wood
pvj:log_mangrove:0, Mangrove Wood
pvj:log_palm:0, Palm Wood
pvj:log_redwood:0, Redwood Wood
pvj:log_fir:0, Fir Wood
pvj:log_pine:0, Pine Wood
pvj:log_aspen:0, Aspen Wood
pvj:log_maple:0, Maple Wood
pvj:log_baobab:0, Baobab Wood
pvj:log_cottonwood:0, Cottonwood Wood
pvj:log_juniper:0, Juniper Wood
pvj:log_cherry_blossom:0, Cherry Blossom Wood
pvj:log_jacaranda:0, Jacaranda Wood
pvj:leaves_willow:3, Willow Leaves
pvj:leaves_mangrove:3, Mangrove Leaves
pvj:leaves_palm:3, Palm Leaves
pvj:leaves_redwood:3, Redwood Leaves
pvj:leaves_fir:3, Fir Leaves
pvj:leaves_pine:3, Pine Leaves
